time,user,collection_id,instance_index,cpus,ram,collection_type
1531,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13121,0.0097198486328125,0.0017528533935546,0
1547,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13122,0.0097198486328125,0.0017528533935546,0
134126,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13123,0.0097198486328125,0.0017528533935546,0
296128,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13124,0.0097198486328125,0.0017528533935546,0
315741,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13125,0.0097198486328125,0.0017528533935546,0
338974,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,4960,0.0097198486328125,0.0017528533935546,0
391973,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13126,0.0097198486328125,0.0017528533935546,0
421894,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80710,0.0056686401367187,0.00262451171875,0
421909,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444572238,3019,0.01214599609375,0.0078125,0
421923,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444449777,2680,0.0081024169921875,0.0026054382324218,0
421935,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80997,0.0056686401367187,0.00262451171875,0
421948,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80934,0.0056686401367187,0.00262451171875,0
421961,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80935,0.0056686401367187,0.00262451171875,0
421984,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444449777,2677,0.0081024169921875,0.0026054382324218,0
421997,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80402,0.0056686401367187,0.00262451171875,0
422011,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80281,0.0056686401367187,0.00262451171875,0
422024,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80840,0.0056686401367187,0.00262451171875,0
422037,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205622561,19429,0.0056686401367187,0.00262451171875,0
422051,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80788,0.0056686401367187,0.00262451171875,0
422073,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80648,0.0056686401367187,0.00262451171875,0
499352,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13128,0.0097198486328125,0.0017528533935546,0
499356,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13127,0.0097198486328125,0.0017528533935546,0
628961,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13129,0.0097198486328125,0.0017528533935546,0
651024,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13130,0.0097198486328125,0.0017528533935546,0
704483,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205622561,19604,0.0056686401367187,0.00262451171875,0
704501,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80255,0.0056686401367187,0.00262451171875,0
704515,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,17432,0.0056686401367187,0.00262451171875,0
704533,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80562,0.0056686401367187,0.00262451171875,0
704549,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205615206,17,0.0242919921875,0.0065078735351562,0
704562,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,1601,0.0097198486328125,0.0017528533935546,0
704589,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444494649,91,0.0081024169921875,0.0023422241210937,0
777670,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13138,0.0097198486328125,0.0017528533935546,0
777680,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13134,0.0097198486328125,0.0017528533935546,0
777687,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13137,0.0097198486328125,0.0017528533935546,0
777693,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13135,0.0097198486328125,0.0017528533935546,0
777720,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13136,0.0097198486328125,0.0017528533935546,0
799310,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,80276,0.0056686401367187,0.00262451171875,0
799325,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,27082,0.0056686401367187,0.00262451171875,0
799341,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444470689,12230,0.016204833984375,0.0026054382324218,0
799356,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444483715,3296,0.0081024169921875,0.0018234252929687,0
829660,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13139,0.0097198486328125,0.0017528533935546,0
883194,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13140,0.0097198486328125,0.0017528533935546,0
917646,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13141,0.0097198486328125,0.0017528533935546,0
917662,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13142,0.0097198486328125,0.0017528533935546,0
977812,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13143,0.0097198486328125,0.0017528533935546,0
1012038,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13144,0.0097198486328125,0.0017528533935546,0
1012054,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13145,0.0097198486328125,0.0017528533935546,0
1151473,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13146,0.0097198486328125,0.0017528533935546,0
1304061,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205624231,176,0.0081024169921875,0.0018234252929687,0
1420147,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205622561,19569,0.0056686401367187,0.00262451171875,0
1420183,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205622561,19345,0.0056686401367187,0.00262451171875,0
1420201,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205622561,19505,0.0056686401367187,0.00262451171875,0
1478718,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13147,0.0097198486328125,0.0017528533935546,0
1545361,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13148,0.0097198486328125,0.0017528533935546,0
1545377,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13149,0.0097198486328125,0.0017528533935546,0
1545393,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13150,0.0097198486328125,0.0017528533935546,0
1564911,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13151,0.0097198486328125,0.0017528533935546,0
1564917,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13152,0.0097198486328125,0.0017528533935546,0
1586860,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13153,0.0097198486328125,0.0017528533935546,0
1586876,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13154,0.0097198486328125,0.0017528533935546,0
1629483,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13155,0.0097198486328125,0.0017528533935546,0
1631467,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13156,0.0097198486328125,0.0017528533935546,0
1664947,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444470689,8185,0.016204833984375,0.0026054382324218,0
1699869,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13157,0.0097198486328125,0.0017528533935546,0
1730319,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444470689,8516,0.016204833984375,0.0026054382324218,0
1730336,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444572238,3070,0.01214599609375,0.0078125,0
1730373,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450507,15162,0.0097198486328125,0.0017528533935546,0
1964235,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205622561,19404,0.0056686401367187,0.00262451171875,0
1988294,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,79485,0.0056686401367187,0.00262451171875,0
1988309,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,9785,0.0097198486328125,0.0017528533935546,0
2016986,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13158,0.0097198486328125,0.0017528533935546,0
2017002,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13159,0.0097198486328125,0.0017528533935546,0
2017018,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13160,0.0097198486328125,0.0017528533935546,0
2472739,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444470689,12037,0.016204833984375,0.0026054382324218,0
2527108,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13161,0.0097198486328125,0.0017528533935546,0
2550979,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,12737,0.0097198486328125,0.0017528533935546,0
2550993,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,73008,0.0056686401367187,0.00262451171875,0
2648680,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205619930,1022,0.016204833984375,0.0026054382324218,0
2729134,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,71265,0.0056686401367187,0.00262451171875,0
2769478,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444448234,2112,0.0081024169921875,0.0078125,0
2769494,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444453933,508,0.0081024169921875,0.00390625,0
2784925,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444573589,919,0.0040512084960937,0.001953125,0
2784934,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444495814,360,0.04052734375,0.0015621185302734,0
2784947,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205619576,263,0.0024299621582031,0.001953125,0
2784950,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205619576,264,0.0024299621582031,0.001953125,0
2784953,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205619576,265,0.0024299621582031,0.001953125,0
2784956,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205619576,266,0.0024299621582031,0.001953125,0
2784959,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205619576,267,0.0024299621582031,0.001953125,0
2788200,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,282,0.0153961181640625,0.0056915283203125,0
2788203,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,283,0.0153961181640625,0.0056915283203125,0
2788206,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,284,0.0153961181640625,0.0056915283203125,0
2788209,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,285,0.0153961181640625,0.0056915283203125,0
2788212,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,286,0.0153961181640625,0.0056915283203125,0
2788215,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,287,0.0153961181640625,0.0056915283203125,0
2788218,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,288,0.0153961181640625,0.0056915283203125,0
2788221,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,289,0.0153961181640625,0.0056915283203125,0
2788224,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,290,0.0153961181640625,0.0056915283203125,0
2788227,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,291,0.0153961181640625,0.0056915283203125,0
2788230,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,292,0.0153961181640625,0.0056915283203125,0
2788233,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,293,0.0153961181640625,0.0056915283203125,0
2788236,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,294,0.0153961181640625,0.0056915283203125,0
2788239,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,295,0.0153961181640625,0.0056915283203125,0
2788242,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,296,0.0153961181640625,0.0056915283203125,0
2788245,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,297,0.0153961181640625,0.0056915283203125,0
2788248,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,298,0.0153961181640625,0.0056915283203125,0
2788251,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,299,0.0153961181640625,0.0056915283203125,0
2788254,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444450285,300,0.0153961181640625,0.0056915283203125,0
2842333,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444448051,1270,0.0056686401367187,0.0018882751464843,0
2873758,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205624231,442,0.0081024169921875,0.0018234252929687,0
2873761,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205624231,443,0.0081024169921875,0.0018234252929687,0
2873937,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444456745,55,0.0242919921875,0.0091094970703125,0
2873940,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444456745,56,0.0242919921875,0.0091094970703125,0
2873959,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205618855,12,0.01458740234375,0.0013027191162109,0
2873962,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205618855,13,0.01458740234375,0.0013027191162109,0
2873965,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205618855,16,0.01458740234375,0.0013027191162109,0
2873968,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205618855,18,0.01458740234375,0.0013027191162109,0
2873971,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205618855,19,0.01458740234375,0.0013027191162109,0
2873974,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205618855,20,0.01458740234375,0.0013027191162109,0
2873996,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444485839,54,0.0081024169921875,0.0026054382324218,0
2903876,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444445614,12,0.006072998046875,0.004425048828125,0
3038674,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444479605,51959,0.0056686401367187,0.00262451171875,0
3116426,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,10292,0.0097198486328125,0.0017528533935546,0
3116439,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,275444470689,12273,0.016204833984375,0.0026054382324218,0
3151716,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,276205613768,13167,0.0097198486328125,0.0017528533935546,0
