time,user,collection_id,instance_index,cpus,ram,collection_type
53378,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,14,0.0016193389892578,0.0013027191162109,0
280903,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3525,0.0056686401367187,0.00262451171875,0
280917,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3537,0.0056686401367187,0.00262451171875,0
432874,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3528,0.0056686401367187,0.00262451171875,0
826858,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871038869,22,0.0081024169921875,0.0026054382324218,0
826885,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871022061,53,0.0040512084960937,0.00390625,0
934797,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3522,0.0056686401367187,0.00262451171875,0
1041395,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3530,0.0056686401367187,0.00262451171875,0
1041408,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3532,0.0056686401367187,0.00262451171875,0
1041421,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3518,0.0056686401367187,0.00262451171875,0
1413746,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3529,0.0056686401367187,0.00262451171875,0
1413759,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710395805,18,0.0081024169921875,0.00390625,0
1750592,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3536,0.0056686401367187,0.00262451171875,0
1750605,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710363356,10,0.0024299621582031,0.0007810592651367,0
1789032,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871023661,9,0.0081024169921875,0.000889778137207,0
2103597,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042720,58,0.0024299621582031,0.001953125,0
2209136,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871023661,10,0.0081024169921875,0.000889778137207,0
2515432,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3521,0.0056686401367187,0.00262451171875,0
2515465,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3533,0.0056686401367187,0.00262451171875,0
2599690,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,43,0.0016193389892578,0.0013027191162109,0
2599700,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,55,0.0016193389892578,0.0013027191162109,0
2599710,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3519,0.0056686401367187,0.00262451171875,0
2599723,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710363762,14,0.0081024169921875,0.0026054382324218,0
