time,user,collection_id,instance_index,cpus,ram,collection_type
600017887,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374471491589,307,0.0081024169921875,0.003582000732421875,0
600017912,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,1355,0.0141754150390625,0.00390625,0
600033336,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374471447251,289,0.00566864013671875,0.00262451171875,0
600096574,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374471447251,1,0.00566864013671875,0.00262451171875,0
600207470,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,1359,0.0141754150390625,0.00390625,0
600264755,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,1356,0.0141754150390625,0.00390625,0
600264769,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374471447251,312,0.00566864013671875,0.00262451171875,0
600349769,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374471447251,318,0.00566864013671875,0.00262451171875,0
600409082,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,1350,0.0141754150390625,0.00390625,0
600409118,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909859791,617,0.002025604248046875,0.0010166168212890625,0
600485147,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909862629,217,0.0081024169921875,0.003582000732421875,0
600637479,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,1353,0.0141754150390625,0.00390625,0
600775279,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,1349,0.0141754150390625,0.00390625,0
600775350,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,374909856633,801,0.0141754150390625,0.00390625,0
