time,user,collection_id,instance_index,cpus,ram,collection_type
600053378,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,14,0.0016193389892578125,0.0013027191162109375,0
600280903,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3525,0.00566864013671875,0.00262451171875,0
600280917,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3537,0.00566864013671875,0.00262451171875,0
600432874,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3528,0.00566864013671875,0.00262451171875,0
600826858,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871038869,22,0.0081024169921875,0.002605438232421875,0
600826885,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871022061,53,0.00405120849609375,0.00390625,0
600934797,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3522,0.00566864013671875,0.00262451171875,0
601041395,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3530,0.00566864013671875,0.00262451171875,0
601041408,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3532,0.00566864013671875,0.00262451171875,0
601041421,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3518,0.00566864013671875,0.00262451171875,0
601413746,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3529,0.00566864013671875,0.00262451171875,0
601413759,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710395805,18,0.0081024169921875,0.00390625,0
601750592,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3536,0.00566864013671875,0.00262451171875,0
601750605,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710363356,10,0.002429962158203125,0.00078105926513671875,0
601789032,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871023661,9,0.0081024169921875,0.00088977813720703125,0
602103597,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042720,58,0.002429962158203125,0.001953125,0
602209136,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871023661,10,0.0081024169921875,0.00088977813720703125,0
602515432,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3521,0.00566864013671875,0.00262451171875,0
602515465,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3533,0.00566864013671875,0.00262451171875,0
602599690,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,43,0.0016193389892578125,0.0013027191162109375,0
602599700,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,55,0.0016193389892578125,0.0013027191162109375,0
602599710,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3519,0.00566864013671875,0.00262451171875,0
602599723,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710363762,14,0.0081024169921875,0.002605438232421875,0
602876427,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,42,0.0016193389892578125,0.0013027191162109375,0
602876437,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3534,0.00566864013671875,0.00262451171875,0
602876450,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042290,44,0.0016193389892578125,0.0013027191162109375,0
602876460,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3520,0.00566864013671875,0.00262451171875,0
602965208,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3531,0.00566864013671875,0.00262451171875,0
603260652,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3524,0.00566864013671875,0.00262451171875,0
603260682,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710363486,4,0.0081024169921875,0.00390625,0
603542295,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710395805,19,0.0081024169921875,0.00390625,0
603668870,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3538,0.00566864013671875,0.00262451171875,0
603794220,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3527,0.00566864013671875,0.00262451171875,0
603912142,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3535,0.00566864013671875,0.00262451171875,0
604000286,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3526,0.00566864013671875,0.00262451171875,0
604000299,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,3523,0.00566864013671875,0.00262451171875,0
604284180,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773870020732,1225,0.0081024169921875,0.0078125,0
604284185,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369519,62,0.00405120849609375,0.00390625,0
604284190,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871022185,8,0.00080966949462890625,0.00063610076904296875,0
604284197,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042165,2289,0.0081024169921875,0.00182342529296875,0
604284200,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871042165,2290,0.0081024169921875,0.00182342529296875,0
604310931,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871038832,67,0.0081024169921875,0.00390625,0
604700569,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037092,16634,0.00566864013671875,0.00262451171875,0
604700575,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393000,1836,0.00566864013671875,0.00262451171875,0
604700578,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871035016,3181,0.016204833984375,0.002605438232421875,0
604700581,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871035016,3577,0.016204833984375,0.002605438232421875,0
604700584,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037092,16182,0.00566864013671875,0.00262451171875,0
608082964,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871038594,7,0.016204833984375,0.00390625,0
608082975,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710363150,7,0.00080966949462890625,0.00065135955810546875,0
608083005,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710368971,9,0.016204833984375,0.003253936767578125,0
608510699,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710398839,11,0.0081024169921875,0.002605438232421875,0
608713896,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037092,15858,0.00566864013671875,0.00262451171875,0
608713911,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369449,2146,0.0097198486328125,0.0017528533935546875,0
608713924,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710360583,2,0.0081024169921875,0.00088977813720703125,0
608713979,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773870021905,103,0.0081024169921875,0.00650787353515625,0
608713992,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369449,3451,0.0097198486328125,0.0017528533935546875,0
608714017,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710396328,218,0.0081024169921875,0.00182342529296875,0
608714033,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710396328,219,0.0081024169921875,0.00182342529296875,0
608714072,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710393351,72,0.0141754150390625,0.00390625,0
608714132,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037092,15906,0.00566864013671875,0.00262451171875,0
609213583,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710362892,8,0.0081024169921875,0.002605438232421875,0
609516896,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710398843,6,0.003238677978515625,0.0015621185302734375,0
609836643,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369449,6343,0.0097198486328125,0.0017528533935546875,0
609836647,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871035016,3694,0.016204833984375,0.002605438232421875,0
610495857,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369482,156,0.0081024169921875,0.0078125,0
610495869,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369449,2193,0.0097198486328125,0.0017528533935546875,0
610702252,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369449,2181,0.0097198486328125,0.0017528533935546875,0
610702291,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871035016,2736,0.016204833984375,0.002605438232421875,0
610702307,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871033727,4071,0.0097198486328125,0.0017528533935546875,0
610702335,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871033727,6550,0.0097198486328125,0.0017528533935546875,0
610702349,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871033727,7629,0.0097198486328125,0.0017528533935546875,0
610865889,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369482,178,0.0081024169921875,0.0078125,0
610865900,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369482,164,0.0081024169921875,0.0078125,0
611193130,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369482,180,0.0081024169921875,0.0078125,0
611291570,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,774710369482,143,0.0081024169921875,0.0078125,0
611398719,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037355,522,0.0141754150390625,0.00390625,0
611398722,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037355,523,0.0141754150390625,0.00390625,0
611398725,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037355,524,0.0141754150390625,0.00390625,0
611398728,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037355,525,0.0141754150390625,0.00390625,0
611398731,ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,773871037355,526,0.0141754150390625,0.00390625,0
